country,location,property_type,apartment_living_area,apartment_rooms,apartment_bedrooms,bedroom_ratio,apartment_bathrooms,building_total_floors,apartment_floor,building_construction_year,price_in_USD
Belarus,"Brest Region, cerninski sielski Saviet, Brest District, Belarus",house,108.0,5,3,0.6666666666666666,2,10.0,5.0,1993.0,190000.0
Belarus,"Voziera, Minsk Region, Azierski sielski Saviet, Uzda District, Belarus",cottage,89.0,6,4,0.6666666666666666,2,10.0,5.0,2017.0,199900.0
Belarus,"Papiernia, Minsk Region, Papiarnianski sielski Saviet, Minsk District, Belarus",house,65.0,4,3,0.6666666666666666,1,10.0,5.0,1992.0,145000.0
Belarus,"Minsk Region, Navadvorski sielski Saviet, Minsk District, Belarus",cottage,138.0909090909091,4,3,0.6666666666666666,1,10.0,5.0,2016.0,150000.0
Belarus,"Minsk, Belarus",house,94.0,5,3,0.6666666666666666,2,10.0,5.0,2008.0,180000.0
Belarus,"Brest Region, Muchaviecki sielski Saviet, Brest District, Belarus",house,60.0,5,3,0.6666666666666666,2,10.0,5.0,2011.0,160000.0
Belarus,"Brest Region, Brest, Belarus",house,85.0,5,3,0.6666666666666666,2,10.0,5.0,2007.0,170000.0
Belarus,"Brest Region, Brest, Belarus",cottage,67.0,6,4,0.6666666666666666,2,10.0,5.0,2014.0,160000.0
Belarus,"Zaslawye, Minsk Region, Minsk District, Belarus",cottage,124.0,6,4,0.6666666666666666,2,10.0,5.0,2013.0,160000.0
Belarus,"Minsk Region, Viazynski sielski Saviet, Vileyka District, Belarus",house,65.0,4,3,0.6666666666666666,1,10.0,5.0,2018.0,145000.0
Belarus,"Hrodna Region, Viercialiskauski sielski Saviet, Grodno District, Belarus",house,113.0,5,3,0.6666666666666666,2,2.0,5.0,1997.0,150000.0
Belarus,"Hrodna Region, Hrodna, Belarus",house,77.0,5,3,0.6666666666666666,2,10.0,5.0,2018.0,185000.0
Belarus,"Brest Region, Kamianiucki sielski Saviet, Kamenets District, Belarus",house,117.0,5,3,0.6666666666666666,2,10.0,5.0,2016.0,190000.0
Belarus,"Staryna, Minsk Region, Kalodziscanski sielski Saviet, Minsk District, Belarus",house,89.0,4,3,0.6666666666666666,1,1.0,5.0,2019.0,189000.0
Belarus,"Brest Region, Brest, Belarus",house,188.0,5,3,0.6666666666666666,2,10.0,5.0,1997.0,180000.0
Belarus,"Brest Region, Brest, Belarus",house,107.0,4,3,0.6666666666666666,1,10.0,5.0,1995.0,120000.0
Belarus,"Brest Region, Brest, Belarus",house,48.0,4,3,0.6666666666666666,1,10.0,5.0,2010.0,120000.0
Belarus,"Brest Region, Brest, Belarus",house,139.0,5,3,0.6666666666666666,2,10.0,5.0,1983.0,190000.0
Belarus,"Mahilyow Region, Mahilyow, Belarus",cottage,108.0,6,4,0.6666666666666666,2,2.0,5.0,2014.0,153000.0
Belarus,"Ciuchinicy, Brest Region, Matykalski sielski Saviet, Brest District, Belarus",house,115.0,4,3,0.6666666666666666,1,10.0,5.0,2013.0,150000.0
Belarus,"Minsk Region, Lahojski sielski Saviet, Lahoysk District, Belarus",house,240.0,5,3,0.6666666666666666,2,10.0,5.0,2022.0,159000.0
Belarus,"Minsk Region, Zdanovicki sielski Saviet, Minsk District, Belarus",cottage,123.0,6,4,0.6666666666666666,2,10.0,5.0,2013.0,167000.0
Belarus,"Brest Region, Brest, Belarus",house,105.0,5,3,0.6666666666666666,2,10.0,5.0,2006.0,170000.0
Belarus,"Brest Region, Brest, Belarus",house,96.0,5,3,0.6666666666666666,2,10.0,5.0,1991.0,152000.0
Belarus,"Brest Region, Brest, Belarus",house,100.0,4,3,0.6666666666666666,1,10.0,5.0,2014.0,140000.0
Belarus,"Kamianica Zyravieckaja, Brest Region, Muchaviecki sielski Saviet, Brest District, Belarus",cottage,60.0,6,4,0.6666666666666666,2,10.0,5.0,2011.0,160000.0
Belarus,"Vitsebsk Region, Varapajeuski sielski Saviet, Pastavy District, Belarus",cottage,150.0,4,3,0.6666666666666666,1,10.0,5.0,2017.0,150000.0
Belarus,"Ciuchinicy, Brest Region, Matykalski sielski Saviet, Brest District, Belarus",cottage,88.0,6,4,0.6666666666666666,2,10.0,5.0,1994.0,180000.0
Belarus,"Zaslawye, Minsk Region, Minsk District, Belarus",house,124.0,5,3,0.6666666666666666,2,10.0,5.0,2013.0,160000.0
Belarus,"Brest Region, Brest, Belarus",house,88.0,5,3,0.6666666666666666,2,10.0,5.0,2012.0,165000.0
Belarus,"Kalodishchy, Minsk Region, Kalodziscanski sielski Saviet, Minsk District, Belarus",house,105.0,5,3,0.6666666666666666,2,10.0,5.0,2011.0,179000.0
Belarus,"Minsk Region, Lahojski sielski Saviet, Lahoysk District, Belarus",house,80.81818181818181,5,3,0.6666666666666666,2,10.0,5.0,2015.0,159000.0
Belarus,"Kalodishchy, Minsk Region, Kalodziscanski sielski Saviet, Minsk District, Belarus",cottage,140.0,4,3,0.6666666666666666,1,10.0,5.0,2021.0,135000.0
Belarus,"Kobryn, Brest Region, Kobryn District, Belarus",house,135.0,5,3,0.6666666666666666,2,10.0,5.0,1997.0,169000.0
Belarus,"Kalodishchy, Minsk Region, Kalodziscanski sielski Saviet, Minsk District, Belarus",cottage,119.0,4,3,0.6666666666666666,1,10.0,5.0,2002.0,130000.0
Belarus,"Fanipol, Minsk Region, Dzyarzhynsk District, Belarus",cottage,112.0,4,3,0.6666666666666666,1,10.0,5.0,2015.0,115000.0
Belarus,"Pryvolny, Minsk Region, Luhavaslabadski sielski Saviet, Minsk District, Belarus",house,59.0,4,3,0.6666666666666666,1,10.0,5.0,2011.0,143000.0
Belarus,"Minsk Region, Baraulianski sielski Saviet, Minsk District, Belarus",cottage,133.0,4,3,0.6666666666666666,1,10.0,5.0,2019.0,150000.0
Belarus,"Muchaviec, Brest Region, Muchaviecki sielski Saviet, Brest District, Belarus",house,73.0,5,3,0.6666666666666666,2,10.0,5.0,2018.0,195000.0
Belarus,"Cherni, Brest Region, cerninski sielski Saviet, Brest District, Belarus",house,88.0,5,3,0.6666666666666666,2,10.0,5.0,2006.0,170000.0
Belarus,"Brest Region, Brest, Belarus",house,172.0,5,3,0.6666666666666666,2,10.0,5.0,2006.0,205000.0
Belarus,"Brest Region, Brest, Belarus",house,160.0,5,3,0.6666666666666666,2,10.0,5.0,1999.0,188000.0
Belarus,"Karobcycy, Hrodna Region, Kapciouski sielski Saviet, Grodno District, Belarus",house,103.0,5,3,0.6666666666666666,2,10.0,5.0,2010.0,167000.0
Belarus,"Chaciežyna, Minsk Region, Chaciezynski sielski Saviet, Minsk District, Belarus",cottage,118.0,6,4,0.6666666666666666,2,10.0,5.0,2014.0,165000.0
Belarus,"Brest Region, Brest, Belarus",house,52.0,4,3,0.6666666666666666,1,10.0,5.0,2006.0,142500.0
Belarus,"Minsk Region, Naracki sielski Saviet, Myadzel District, Belarus",cottage,98.63636363636364,6,4,0.6666666666666666,2,10.0,5.0,2018.0,160000.0
Belarus,"Minsk Region, Lahojski sielski Saviet, Lahoysk District, Belarus",cottage,140.0,6,4,0.6666666666666666,2,10.0,5.0,2012.0,170000.0
Belarus,"Vitsebsk Region, Vítebsk, Belarus",house,124.0,4,3,0.6666666666666666,1,10.0,5.0,2015.0,137500.0
Belarus,"Minsk Region, Astrasyckaharadocki sielski Saviet, Minsk District, Belarus",cottage,176.0,6,4,0.6666666666666666,2,10.0,5.0,2002.0,185000.0
Belarus,"Minsk, Belarus",townhouse,97.0,3,2,0.6666666666666666,1,10.0,5.0,2016.0,158900.0
Belarus,"Smalyavichy, Minsk Region, Smalyavichy District, Belarus",house,81.0,4,3,0.6666666666666666,1,10.0,5.0,2017.0,150000.0
Belarus,"Minsk Region, Piatryskauski sielski Saviet, Minsk District, Belarus",cottage,144.0,6,4,0.6666666666666666,2,10.0,5.0,2013.0,234000.0
Belarus,"Brest Region, Brest, Belarus",house,103.0,5,3,0.6666666666666666,2,10.0,5.0,1956.0,164000.0
Belarus,"Brest Region, Brest, Belarus",house,101.0,5,3,0.6666666666666666,2,10.0,5.0,2018.0,225000.0
Belarus,"Smilavichy, Minsk Region, Smilavicki sielski Saviet, Chervyen District, Belarus",cottage,111.0,6,4,0.6666666666666666,2,10.0,5.0,2017.0,165000.0
Belarus,"Hrodna Region, Aziorski sielski Saviet, Grodno District, Belarus",house,175.0,8,5,0.6666666666666666,3,3.0,5.0,1997.0,190000.0
Belarus,"Staroje Sialo, Minsk Region, Chaciezynski sielski Saviet, Minsk District, Belarus",cottage,128.0,6,4,0.6666666666666666,2,10.0,5.0,2014.0,193000.0
Belarus,"Brest Region, Brest, Belarus",house,80.0,5,3,0.6666666666666666,2,10.0,5.0,1992.0,187500.0
Belarus,"Mahilyow Region, Mahilyow, Belarus",house,158.0,5,3,0.6666666666666666,2,10.0,5.0,2000.0,230000.0
Belarus,"Brest Region, Brest, Belarus",house,157.0,5,3,0.6666666666666666,2,10.0,5.0,2014.0,205000.0
Belarus,"Hrodna Region, Hrodna, Belarus",house,206.0,5,3,0.6666666666666666,2,10.0,5.0,2013.0,157000.0
Belarus,"Brest Region, Muchaviecki sielski Saviet, Brest District, Belarus",house,107.0,4,3,0.6666666666666666,1,10.0,5.0,2015.0,127000.0
Belarus,"Hrodna Region, Hrodna, Belarus",house,71.0,4,3,0.6666666666666666,1,1.0,5.0,2022.0,170000.0
Belarus,"Brest Region, Brest, Belarus",house,74.0,5,3,0.6666666666666666,2,10.0,5.0,2015.0,188000.0
Belarus,"Brest Region, Brest, Belarus",house,85.0,5,3,0.6666666666666666,2,10.0,5.0,2008.0,179000.0
Belarus,"Minsk Region, Astrasyckaharadocki sielski Saviet, Minsk District, Belarus",cottage,94.81818181818181,4,3,0.6666666666666666,1,10.0,5.0,2022.0,149000.0
Belarus,"Brest Region, carnaucycki sielski Saviet, Brest District, Belarus",house,35.0,5,3,0.6666666666666666,2,10.0,5.0,2021.0,160000.0
Belarus,"Minsk Region, Barysaw, Barysaw District, Belarus",house,136.0,4,3,0.6666666666666666,1,10.0,5.0,2011.0,150000.0
Belarus,"Rakaw, Minsk Region, Rakauski sielski Saviet, Valozhyn District, Belarus",cottage,57.27272727272727,6,4,0.6666666666666666,2,10.0,5.0,2023.0,179000.0
Belarus,"Minsk Region, Haranski sielski Saviet, Minsk District, Belarus",house,75.0,4,3,0.6666666666666666,1,10.0,5.0,2019.0,148000.0
Belarus,"Brest Region, Vielikarycki sielski Saviet, Malaryta District, Belarus",house,121.0,4,3,0.6666666666666666,1,10.0,5.0,2002.0,145000.0
Belarus,"Minsk Region, Aziaryckaslabadski sielski Saviet, Smalyavichy District, Belarus",house,34.0,5,3,0.6666666666666666,2,1.0,5.0,1948.0,160000.0
Belarus,"Minsk Region, Fanipalski sielski Saviet, Dzyarzhynsk District, Belarus",house,86.0,5,3,0.6666666666666666,2,10.0,5.0,2017.0,157000.0
Belarus,"Minsk Region, Dziamidavicki sielski Saviet, Dzyarzhynsk District, Belarus",cottage,94.0,6,4,0.6666666666666666,2,10.0,5.0,2014.0,155000.0
Belarus,"Drozdava, Minsk Region, Baraulianski sielski Saviet, Minsk District, Belarus",house,254.54545454545453,5,3,0.6666666666666666,2,10.0,5.0,2020.0,160000.0
Belarus,"Hrodna Region, Hrodna, Belarus",house,206.0,5,3,0.6666666666666666,2,2.0,5.0,2013.0,157000.0
Belarus,"Minsk Region, Lahojski sielski Saviet, Lahoysk District, Belarus",house,87.0,4,3,0.6666666666666666,1,10.0,5.0,2005.0,145000.0
Belarus,"Kobryn, Brest Region, Kobryn District, Belarus",house,68.0,4,3,0.6666666666666666,1,10.0,5.0,2015.0,150000.0
Belarus,"Homel Region, Homel, Belarus",house,154.0,5,3,0.6666666666666666,2,10.0,5.0,1994.0,160000.0
Belarus,"Minsk Region, Dziamidavicki sielski Saviet, Dzyarzhynsk District, Belarus",house,94.0,5,3,0.6666666666666666,2,10.0,5.0,2020.0,155000.0
Belarus,"Kalodishchy, Minsk Region, Kalodziscanski sielski Saviet, Minsk District, Belarus",house,106.0,5,3,0.6666666666666666,2,10.0,5.0,2014.0,159000.0
Belarus,"Brest Region, carnaucycki sielski Saviet, Brest District, Belarus",house,72.0,5,3,0.6666666666666666,2,10.0,5.0,2021.0,178000.0
Belarus,"Brest Region, Brest, Belarus",house,233.0,5,3,0.6666666666666666,2,10.0,5.0,2015.0,199000.0
Belarus,"Brest Region, Brest, Belarus",house,105.0,5,3,0.6666666666666666,2,10.0,5.0,2003.0,192500.0
Belarus,"Brest Region, Brest, Belarus",cottage,105.0,4,3,0.6666666666666666,1,10.0,5.0,2006.0,130000.0
Belarus,"Svir, Minsk Region, Svirski sielski Saviet, Myadzel District, Belarus",house,83.0,5,3,0.6666666666666666,2,10.0,5.0,2017.0,170000.0
Belarus,"Brest Region, Damacauski sielski Saviet, Brest District, Belarus",house,147.0,5,3,0.6666666666666666,2,10.0,5.0,1960.0,189000.0
Belarus,"Aziory, Hrodna Region, Aziorski sielski Saviet, Grodno District, Belarus",house,175.0,5,3,0.6666666666666666,2,10.0,5.0,1997.0,190000.0
Belarus,"Brest Region, Brest, Belarus",house,134.0,5,3,0.6666666666666666,2,10.0,5.0,2013.0,223000.0
Belarus,"Vitsebsk Region, Orsha, Orsha District, Belarus",cottage,105.0,4,3,0.6666666666666666,1,10.0,5.0,2014.0,150000.0
Belarus,"Marjaliva, Minsk Region, Astrasyckaharadocki sielski Saviet, Minsk District, Belarus",cottage,148.0,6,4,0.6666666666666666,2,10.0,5.0,1993.0,217000.0
Belarus,"Minsk Region, Usiazski sielski Saviet, Smalyavichy District, Belarus",cottage,152.0909090909091,4,3,0.6666666666666666,1,10.0,5.0,2016.0,149000.0
Belarus,"Ratomka, Minsk Region, Zdanovicki sielski Saviet, Minsk District, Belarus",cottage,178.0,6,4,0.6666666666666666,2,10.0,5.0,2022.0,170000.0
Belarus,"Tarasava, Minsk Region, Zdanovicki sielski Saviet, Minsk District, Belarus",cottage,106.0,6,4,0.6666666666666666,2,10.0,5.0,2013.0,210000.0
Belarus,"Brest Region, Brest, Belarus",house,165.0,5,3,0.6666666666666666,2,10.0,5.0,2015.0,155000.0
Belarus,"Vialikaje Sciklieva, Minsk Region, Navadvorski sielski Saviet, Minsk District, Belarus",house,290.0,6,4,0.6666666666666666,2,4.0,5.0,2001.0,220000.0
Belarus,"Putcyna, Minsk Region, Putcynski sielski Saviet, Dzyarzhynsk District, Belarus",cottage,22.0,4,3,0.6666666666666666,1,10.0,5.0,2019.0,150000.0
Belarus,"Brest Region, Brest, Belarus",house,131.0,4,3,0.6666666666666666,1,10.0,5.0,2003.0,150000.0
Belarus,"Hrodna Region, Hrodna, Belarus",house,130.0,6,4,0.6666666666666666,2,2.0,5.0,2010.0,150000.0
Belarus,"Brest Region, Brest, Belarus",house,79.0,5,3,0.6666666666666666,2,10.0,5.0,2011.0,169900.0
Belarus,"Plasava, Minsk Region, Dziamidavicki sielski Saviet, Dzyarzhynsk District, Belarus",cottage,117.0,4,3,0.6666666666666666,1,10.0,5.0,2016.0,139000.0
Belarus,"Minsk Region, Astrasyckaharadocki sielski Saviet, Minsk District, Belarus",house,38.0,4,3,0.6666666666666666,1,10.0,5.0,2008.0,120000.0
Belarus,"Minsk Region, Zdanovicki sielski Saviet, Minsk District, Belarus",cottage,174.0,4,3,0.6666666666666666,1,10.0,5.0,2013.0,140000.0
Belarus,"Brest Region, Brest, Belarus",house,89.0,5,3,0.6666666666666666,2,10.0,5.0,2014.0,165000.0
Belarus,"Brest Region, Muchaviecki sielski Saviet, Brest District, Belarus",house,64.0,5,3,0.6666666666666666,2,10.0,5.0,2020.0,171000.0
Belarus,"Brest Region, Brest, Belarus",house,98.0,5,3,0.6666666666666666,2,10.0,5.0,2013.0,159000.0
Belarus,"Lahoysk, Minsk Region, Lahoysk District, Belarus",cottage,78.0,6,4,0.6666666666666666,2,10.0,5.0,1998.0,162000.0
Belarus,"Minsk Region, Aliachnovicki sielski Saviet, Maladzyechna District, Belarus",cottage,92.0,4,3,0.6666666666666666,1,10.0,5.0,2014.0,150000.0
Belarus,"Tarasava, Minsk Region, Zdanovicki sielski Saviet, Minsk District, Belarus",house,113.0,4,3,0.6666666666666666,1,10.0,5.0,2018.0,150000.0
Belarus,"Hrodna Region, Hrodna, Belarus",house,128.0,6,4,0.6666666666666666,2,2.0,5.0,2018.0,125943.0
Belarus,"Minsk Region, Kalodziscanski sielski Saviet, Minsk District, Belarus",cottage,87.0,4,3,0.6666666666666666,1,10.0,5.0,2020.0,150000.0
Belarus,"Ciuchinicy, Brest Region, Matykalski sielski Saviet, Brest District, Belarus",house,120.0,4,3,0.6666666666666666,1,10.0,5.0,2018.0,129000.0
Belarus,"Brest Region, Brest, Belarus",house,107.0,4,3,0.6666666666666666,1,10.0,5.0,2001.0,122000.0
Belarus,"Minsk Region, Aziaryckaslabadski sielski Saviet, Smalyavichy District, Belarus",house,150.0,4,3,0.6666666666666666,1,10.0,5.0,2016.0,140000.0
Belarus,"Zaslawye, Minsk Region, Minsk District, Belarus",cottage,77.0,6,4,0.6666666666666666,2,10.0,5.0,2014.0,169000.0
Belarus,"Brest Region, Brest, Belarus",house,146.0,4,3,0.6666666666666666,1,10.0,5.0,2001.0,150000.0
Belarus,"Minsk Region, Dziarzynski sielski Saviet, Dzyarzhynsk District, Belarus",house,145.0,5,3,0.6666666666666666,2,10.0,5.0,2009.0,157000.0
Belarus,"Minsk Region, Fanipalski sielski Saviet, Dzyarzhynsk District, Belarus",cottage,92.0,4,3,0.6666666666666666,1,10.0,5.0,2019.0,145000.0
Belarus,"Minsk Region, Putcynski sielski Saviet, Dzyarzhynsk District, Belarus",house,69.0,4,3,0.6666666666666666,1,10.0,5.0,2016.0,120000.0
Belarus,"Ratomka, Minsk Region, Zdanovicki sielski Saviet, Minsk District, Belarus",house,88.0,4,3,0.6666666666666666,1,10.0,5.0,2019.0,125000.0
Belarus,"Mahilyow Region, Mahilyow, Belarus",cottage,109.0,6,4,0.6666666666666666,2,10.0,5.0,2014.0,153000.0
Belarus,"Brest Region, Muchaviecki sielski Saviet, Brest District, Belarus",house,68.0,5,3,0.6666666666666666,2,10.0,5.0,2014.0,175000.0
Belarus,"Hrodna Region, Hrodna, Belarus",house,73.0,5,3,0.6666666666666666,2,10.0,5.0,2022.0,170000.0
Belarus,"Ciuchinicy, Brest Region, Matykalski sielski Saviet, Brest District, Belarus",house,82.0,5,3,0.6666666666666666,2,10.0,5.0,2002.0,182000.0
Belarus,"Brest Region, Brest, Belarus",house,68.0,5,3,0.6666666666666666,2,10.0,5.0,2011.0,172000.0
Belarus,"Minsk Region, Scomyslicki sielski Saviet, Minsk District, Belarus",house,105.0,4,3,0.6666666666666666,1,10.0,5.0,2020.0,150000.0
Belarus,"Labna-Aharodniki, Hrodna Region, Padlabienski sielski Saviet, Grodno District, Belarus",house,91.0,4,3,0.6666666666666666,1,10.0,5.0,2013.0,117000.0
Belarus,"Ratomka, Minsk Region, Zdanovicki sielski Saviet, Minsk District, Belarus",house,133.0,5,3,0.6666666666666666,2,10.0,5.0,2015.0,168000.0
Belarus,"Astrosycy, Minsk Region, Astrosycki sielski Saviet, Lahoysk District, Belarus",house,150.0,5,3,0.6666666666666666,2,10.0,5.0,2014.0,155000.0
Belarus,"Minsk Region, Klinocki sielski Saviet, Chervyen District, Belarus",cottage,90.0,4,3,0.6666666666666666,1,10.0,5.0,2013.0,129000.0
Belarus,"Minsk, Belarus",house,131.0,4,3,0.6666666666666666,1,10.0,5.0,1953.0,132000.0
Belarus,"Brest Region, Brest, Belarus",house,87.0,4,3,0.6666666666666666,1,10.0,5.0,2005.0,139000.0
Belarus,"Minsk Region, Luhavaslabadski sielski Saviet, Minsk District, Belarus",cottage,101.0,4,3,0.6666666666666666,1,10.0,5.0,2023.0,119900.0
Belarus,"Brest Region, Brest, Belarus",house,67.0,4,3,0.6666666666666666,1,10.0,5.0,2017.0,125000.0
Belarus,"Minsk Region, Fanipalski sielski Saviet, Dzyarzhynsk District, Belarus",house,260.0,4,3,0.6666666666666666,1,10.0,5.0,2019.0,150000.0
Belarus,"Minsk Region, Scomyslicki sielski Saviet, Minsk District, Belarus",house,60.0,2,1,0.6666666666666666,1,1.0,5.0,1969.0,149900.0
Belarus,"Minsk Region, Navadvorski sielski Saviet, Minsk District, Belarus",house,105.0,4,3,0.6666666666666666,1,10.0,5.0,2020.0,125000.0
Belarus,"Hliadavicy, Hrodna Region, Lunnienski sielski Saviet, Masty District, Belarus",house,102.0,6,4,0.6666666666666666,2,2.0,5.0,2023.0,139000.0
Belarus,"Brest Region, cerninski sielski Saviet, Brest District, Belarus",house,89.0,5,3,0.6666666666666666,2,10.0,5.0,2015.0,163000.0
Belarus,"Minsk, Belarus",townhouse,127.0,3,2,0.6666666666666666,1,10.0,5.0,2008.0,156000.0
Belarus,"Vitsebsk Region, Akciabrski sielski Saviet, Vitebsk District, Belarus",cottage,157.0,4,3,0.6666666666666666,1,10.0,5.0,2015.0,129900.0
Belarus,"Minsk Region, Michanavicki sielski Saviet, Minsk District, Belarus",house,66.0,5,3,0.6666666666666666,2,10.0,5.0,2017.0,160000.0
Belarus,"Brest Region, Brest, Belarus",house,80.0,4,3,0.6666666666666666,1,10.0,5.0,2022.0,150000.0
Belarus,"Hrodna Region, Hrodna, Belarus",house,130.0,4,3,0.6666666666666666,1,10.0,5.0,2010.0,150000.0
Belarus,"Brest Region, Brest, Belarus",house,42.0,4,3,0.6666666666666666,1,10.0,5.0,2019.0,135000.0
Belarus,"Brest Region, Brest, Belarus",house,112.0,5,3,0.6666666666666666,2,10.0,5.0,2003.0,164000.0
Belarus,"cudzienicy, Minsk Region, Astrosycki sielski Saviet, Lahoysk District, Belarus",house,204.27272727272728,5,3,0.6666666666666666,2,10.0,5.0,2014.0,170000.0
Belarus,"Minsk Region, Fanipalski sielski Saviet, Dzyarzhynsk District, Belarus",house,150.0,5,3,0.6666666666666666,2,10.0,5.0,2015.0,164000.0
Belarus,"Brest Region, Liasnianski sielski Saviet, Baranavichy District, Belarus",cottage,56.0,4,3,0.6666666666666666,1,10.0,5.0,2009.0,125000.0
Belarus,"Nikalajeuka 2, Mahilyow Region, Palykavicki sielski Saviet, Mogilev District, Belarus",cottage,203.0,4,3,0.6666666666666666,1,10.0,5.0,2001.0,110000.0
Belarus,"Braslaw, Vitsebsk Region, Braslaw District, Belarus",house,102.0,4,3,0.6666666666666666,1,10.0,5.0,2015.0,105000.0
Belarus,"Vitsebsk Region, Orsha, Orsha District, Belarus",cottage,162.9090909090909,4,3,0.6666666666666666,1,10.0,5.0,2000.0,120000.0
Belarus,"Hrodna Region, Hrodna, Belarus",house,105.0,4,3,0.6666666666666666,1,10.0,5.0,2003.0,130000.0
Belarus,"Brest Region, Brest, Belarus",townhouse,100.0,4,3,0.6666666666666666,1,10.0,5.0,2021.0,115000.0
Belarus,"Brest Region, Brest, Belarus",house,53.0,4,3,0.6666666666666666,1,10.0,5.0,2015.0,120000.0
Belarus,"Minsk Region, Luhavaslabadski sielski Saviet, Minsk District, Belarus",house,45.0,4,3,0.6666666666666666,1,10.0,5.0,2020.0,135000.0
Belarus,"Vileyka District, Minsk Region, Vyazynskiy selskiy Sovet, Belarus",house,66.0,5,3,0.6666666666666666,2,10.0,5.0,2018.0,155000.0
Belarus,"Chaciežyna, Minsk Region, Chaciezynski sielski Saviet, Minsk District, Belarus",house,118.0,4,3,0.6666666666666666,1,10.0,5.0,2014.0,149000.0
Belarus,"Lieskauka, Minsk Region, Baraulianski sielski Saviet, Minsk District, Belarus",cottage,132.0,4,3,0.6666666666666666,1,10.0,5.0,2022.0,133000.0
Belarus,"Hrodna Region, Padlabienski sielski Saviet, Grodno District, Belarus",house,122.18181818181819,4,3,0.6666666666666666,1,10.0,5.0,2021.0,135000.0
Belarus,"Brest Region, Brest, Belarus",house,87.18181818181819,4,3,0.6666666666666666,1,10.0,5.0,2021.0,135000.0
Belarus,"Samokhvalovichi, Minsk Region, Minsk District, Belarus",house,49.0,4,3,0.6666666666666666,1,10.0,5.0,1995.0,130000.0
Belarus,"Minsk Region, Piarsajski sielski Saviet, Valozhyn District, Belarus",cottage,65.0,4,3,0.6666666666666666,1,10.0,5.0,2022.0,119000.0
Belarus,"Brest Region, Brest, Belarus",house,101.81818181818181,4,3,0.6666666666666666,1,10.0,5.0,2023.0,127500.0
