country,location,property_type,apartment_living_area,apartment_rooms,apartment_bedrooms,bedroom_ratio,apartment_bathrooms,building_total_floors,apartment_floor,building_construction_year,price_in_USD
Belarus,"Minsk, Belarus",villa,250.0,4,3,0.6666666666666666,1,2.0,5.0,2021.0,1479578.0
Belarus,"Zhdanovichy, Minsk Region, Zdanovicki sielski Saviet, Minsk District, Belarus",cottage,163.0,6,4,0.6666666666666666,2,10.0,5.0,2020.0,249500.0
Belarus,"Abuchava, Hrodna Region, Abuchauski sielski Saviet, Grodno District, Belarus",house,85.0,4,3,0.6666666666666666,1,2.0,4.0,2019.0,252000.0
Belarus,"Minsk, Belarus",townhouse,71.0,3,2,0.6666666666666666,1,10.0,5.0,2019.0,249900.0
Belarus,"Vitsebsk Region, Viarkudski sielski Saviet, Ushachy District, Belarus",cottage,318.0,3,2,0.6666666666666666,1,7.0,4.0,1999.0,250000.0
Belarus,"Brest Region, Brest, Belarus",house,117.0,4,3,0.6666666666666666,1,7.0,4.0,2009.0,250000.0
Belarus,"Minsk Region, Astrosycki sielski Saviet, Lahoysk District, Belarus",house,91.0,4,3,0.6666666666666666,1,7.0,4.0,2013.0,264900.0
Belarus,"Borovlyany, Minsk Region, Baraulianski sielski Saviet, Minsk District, Belarus",cottage,265.0,6,4,0.6666666666666666,2,2.0,5.0,2014.0,230000.0
Belarus,"Staryna, Minsk Region, Kalodziscanski sielski Saviet, Minsk District, Belarus",cottage,110.0,6,4,0.6666666666666666,2,10.0,5.0,2019.0,239000.0
Belarus,"Brest Region, Brest, Belarus",house,151.0,4,3,0.6666666666666666,1,7.0,4.0,1998.0,250000.0
Belarus,"Lasany, Minsk Region, Lasanski sielski Saviet, Minsk District, Belarus",house,150.0,5,3,0.6666666666666666,2,10.0,5.0,2017.0,220000.0
Belarus,"Brest Region, Brest, Belarus",house,104.0,4,3,0.6666666666666666,1,7.0,4.0,2001.0,270000.0
Belarus,"Minsk Region, Aziaryckaslabadski sielski Saviet, Smalyavichy District, Belarus",cottage,107.0,3,2,0.6666666666666666,1,7.0,4.0,2021.0,260000.0
Belarus,"Hrodna Region, Abuchauski sielski Saviet, Grodno District, Belarus",house,85.0,4,3,0.6666666666666666,1,7.0,4.0,2019.0,252000.0
Belarus,"Borovlyany, Minsk Region, Baraulianski sielski Saviet, Minsk District, Belarus",townhouse,160.0,3,2,0.6666666666666666,1,7.0,4.0,2014.0,260000.0
Belarus,"Brest Region, Kamianiucki sielski Saviet, Kamenets District, Belarus",house,54.0,5,3,0.6666666666666666,2,10.0,5.0,2017.0,200000.0
Belarus,"Brest Region, Brest, Belarus",house,117.0,5,3,0.6666666666666666,2,10.0,5.0,2014.0,225000.0
Belarus,"Brest Region, Brest, Belarus",house,80.0,5,3,0.6666666666666666,2,10.0,5.0,2016.0,230000.0
Belarus,"Brest Region, Brest, Belarus",house,65.0,4,3,0.6666666666666666,1,7.0,4.0,2022.0,285000.0
Belarus,"Brest Region, Brest, Belarus",house,110.0,5,3,0.6666666666666666,2,10.0,5.0,2010.0,249500.0
Belarus,"Brest Region, Brest, Belarus",house,192.0,4,3,0.6666666666666666,1,7.0,4.0,2008.0,255000.0
Belarus,"Brest Region, Brest, Belarus",house,101.0,4,3,0.6666666666666666,1,7.0,4.0,2007.0,280000.0
Belarus,"Brest Region, Brest, Belarus",house,61.0,4,3,0.6666666666666666,1,7.0,4.0,2015.0,255000.0
Belarus,"Pryliepy, Minsk Region, Aziaryckaslabadski sielski Saviet, Smalyavichy District, Belarus",house,71.0,4,3,0.6666666666666666,1,2.0,5.0,2014.0,239000.0
Belarus,"Michanavičy, Minsk Region, Michanavicki sielski Saviet, Minsk District, Belarus",cottage,83.0,3,2,0.6666666666666666,1,7.0,4.0,2004.0,270000.0
Belarus,"Minsk Region, Papiarnianski sielski Saviet, Minsk District, Belarus",cottage,199.0,3,2,0.6666666666666666,1,7.0,4.0,2006.0,298000.0
Belarus,"Kalodishchy, Minsk Region, Kalodziscanski sielski Saviet, Minsk District, Belarus",house,115.0,4,3,0.6666666666666666,1,7.0,4.0,2012.0,270000.0
Belarus,"Minsk Region, Aziaryckaslabadski sielski Saviet, Smalyavichy District, Belarus",cottage,121.0,3,2,0.6666666666666666,1,7.0,4.0,2013.0,265700.0
Belarus,"Minsk, Belarus",cottage,83.0,3,2,0.6666666666666666,1,7.0,4.0,2006.0,270000.0
Belarus,"Minsk, Belarus",cottage,346.0,3,2,0.6666666666666666,1,7.0,4.0,2004.0,289000.0
Belarus,"Brest Region, Brest, Belarus",house,82.0,5,3,0.6666666666666666,2,10.0,5.0,2017.0,200000.0
Belarus,"Lahoysk District, Minsk Region, lahojsk, Belarus",house,171.1818181818182,5,3,0.6666666666666666,2,10.0,5.0,2013.0,198000.0
Belarus,"Zaslawye, Minsk Region, Minsk District, Belarus",house,209.0,5,3,0.6666666666666666,2,10.0,5.0,2018.0,235000.0
Belarus,"Kalodishchy, Minsk Region, Kalodziscanski sielski Saviet, Minsk District, Belarus",cottage,123.0,6,4,0.6666666666666666,2,10.0,5.0,2019.0,240000.0
Belarus,"Minsk Region, Bialarucki sielski Saviet, Lahoysk District, Belarus",house,71.0,5,3,0.6666666666666666,2,10.0,5.0,2017.0,220000.0
Belarus,"Minsk Region, Chaciezynski sielski Saviet, Minsk District, Belarus",cottage,130.0,3,2,0.6666666666666666,1,7.0,4.0,2022.0,255000.0
Belarus,"Hrodna Region, Hrodna, Belarus",house,152.0,4,3,0.6666666666666666,1,7.0,4.0,2006.0,280000.0
Belarus,"Valieuka, Hrodna Region, Valieuski sielski Saviet, Navahrudak District, Belarus",cottage,60.0,3,2,0.6666666666666666,1,7.0,4.0,2021.0,250000.0
Belarus,"Ratomka, Minsk Region, Zdanovicki sielski Saviet, Minsk District, Belarus",cottage,200.0,3,2,0.6666666666666666,1,7.0,4.0,2013.0,260000.0
Belarus,"Brest Region, Brest, Belarus",townhouse,93.0,3,2,0.6666666666666666,1,10.0,5.0,2013.0,220000.0
Belarus,"Brest Region, Brest, Belarus",house,135.0,4,3,0.6666666666666666,1,7.0,4.0,2022.0,250000.0
Belarus,"Minsk, Belarus",villa,60.45454545454545,2,1,0.6666666666666666,1,10.0,5.0,2014.0,226962.0
Belarus,"Fanipol, Minsk Region, Dzyarzhynsk District, Belarus",house,79.0,5,3,0.6666666666666666,2,10.0,5.0,2006.0,235000.0
Belarus,"Vitsebsk Region, Astrovienski sielski Saviet, Beshankovichy District, Belarus",house,57.0,4,3,0.6666666666666666,1,7.0,4.0,2013.0,260000.0
Belarus,"Brest Region, Brest, Belarus",house,114.0,5,3,0.6666666666666666,2,10.0,5.0,2010.0,205000.0
Belarus,"Hrodna Region, Padlabienski sielski Saviet, Grodno District, Belarus",house,172.0,3,2,0.6666666666666666,1,2.0,5.0,2024.0,230000.0
Belarus,"Kalodishchy, Minsk Region, Kalodziscanski sielski Saviet, Minsk District, Belarus",house,51.0,4,3,0.6666666666666666,1,7.0,4.0,2018.0,250000.0
Belarus,"Minsk Region, Aziaryckaslabadski sielski Saviet, Smalyavichy District, Belarus",cottage,82.0,6,4,0.6666666666666666,2,10.0,5.0,2019.0,249000.0
Belarus,"Minsk Region, Aziaryckaslabadski sielski Saviet, Smalyavichy District, Belarus",cottage,107.0,3,2,0.6666666666666666,1,7.0,4.0,2021.0,260000.0
Belarus,"Brest Region, Brest, Belarus",house,80.0,5,3,0.6666666666666666,2,10.0,5.0,2016.0,230000.0
Belarus,"Brest Region, Brest, Belarus",house,71.0,4,3,0.6666666666666666,1,7.0,4.0,1958.0,250000.0
Belarus,"Brest Region, Brest, Belarus",house,96.0,5,3,0.6666666666666666,2,10.0,5.0,2012.0,195000.0
Belarus,"Brest Region, Muchaviecki sielski Saviet, Brest District, Belarus",house,80.0,4,3,0.6666666666666666,1,7.0,4.0,2009.0,250000.0
Belarus,"Zhdanovichy, Minsk Region, Zdanovicki sielski Saviet, Minsk District, Belarus",house,149.0,5,3,0.6666666666666666,2,10.0,5.0,2004.0,199000.0
Belarus,"Hrodna Region, Hrodna, Belarus",house,172.0,5,3,0.6666666666666666,2,10.0,5.0,2024.0,230000.0
Belarus,"Ciuchinicy, Brest Region, Matykalski sielski Saviet, Brest District, Belarus",house,76.0,5,3,0.6666666666666666,2,10.0,5.0,2014.0,245000.0
Belarus,"Borovlyany, Minsk Region, Baraulianski sielski Saviet, Minsk District, Belarus",cottage,79.0,6,4,0.6666666666666666,2,10.0,5.0,1997.0,245000.0
Belarus,"Minsk Region, Astrasyckaharadocki sielski Saviet, Minsk District, Belarus",cottage,150.0,6,4,0.6666666666666666,2,10.0,5.0,2014.0,235000.0
Belarus,"Borovlyany, Minsk Region, Baraulianski sielski Saviet, Minsk District, Belarus",cottage,240.0,6,4,0.6666666666666666,2,10.0,5.0,2019.0,249000.0
Belarus,"Minsk, Belarus",cottage,98.0,6,4,0.6666666666666666,2,10.0,5.0,2009.0,239000.0
Belarus,"Kalodishchy, Minsk Region, Kalodziscanski sielski Saviet, Minsk District, Belarus",house,74.0,5,3,0.6666666666666666,2,10.0,5.0,2017.0,210000.0
Belarus,"Brest Region, Brest, Belarus",house,108.0,5,3,0.6666666666666666,2,10.0,5.0,2010.0,180000.0
Belarus,"Minsk Region, Usiazski sielski Saviet, Smalyavichy District, Belarus",cottage,62.0,6,4,0.6666666666666666,2,10.0,5.0,2007.0,189000.0
Belarus,"Kalodishchy, Minsk Region, Kalodziscanski sielski Saviet, Minsk District, Belarus",cottage,131.0,6,4,0.6666666666666666,2,10.0,5.0,2020.0,225000.0
Belarus,"Karobcycy, Hrodna Region, Kapciouski sielski Saviet, Grodno District, Belarus",house,156.0,5,3,0.6666666666666666,2,10.0,5.0,2004.0,199000.0
Belarus,"Brest Region, Brest, Belarus",house,107.0,5,3,0.6666666666666666,2,10.0,5.0,2006.0,239000.0
Belarus,"Minsk Region, Fanipalski sielski Saviet, Dzyarzhynsk District, Belarus",cottage,99.0,6,4,0.6666666666666666,2,10.0,5.0,2013.0,229900.0
Belarus,"Minsk Region, Papiarnianski sielski Saviet, Minsk District, Belarus",house,120.0,5,3,0.6666666666666666,2,10.0,5.0,2021.0,207900.0
Belarus,"Brest Region, Brest, Belarus",house,192.0,4,3,0.6666666666666666,1,7.0,4.0,2008.0,255000.0
Belarus,"Minsk Region, Dziarzynski sielski Saviet, Dzyarzhynsk District, Belarus",cottage,134.0,6,4,0.6666666666666666,2,10.0,5.0,2017.0,249000.0
Belarus,"Kalodishchy, Minsk Region, Kalodziscanski sielski Saviet, Minsk District, Belarus",cottage,134.27272727272728,6,4,0.6666666666666666,2,10.0,5.0,2014.0,229000.0
Belarus,"Brest Region, Brest, Belarus",cottage,160.0,6,4,0.6666666666666666,2,10.0,5.0,1999.0,188000.0
Belarus,"Ratomka, Minsk Region, Zdanovicki sielski Saviet, Minsk District, Belarus",cottage,120.9090909090909,6,4,0.6666666666666666,2,10.0,5.0,2014.0,248000.0
Belarus,"Minsk Region, Kalodziscanski sielski Saviet, Minsk District, Belarus",cottage,117.72727272727272,6,4,0.6666666666666666,2,10.0,5.0,2020.0,230000.0
Belarus,"Brest Region, Muchaviecki sielski Saviet, Brest District, Belarus",house,43.0,5,3,0.6666666666666666,2,10.0,5.0,2006.0,180000.0
Belarus,"Tarasava, Minsk Region, Zdanovicki sielski Saviet, Minsk District, Belarus",house,149.0,5,3,0.6666666666666666,2,10.0,5.0,2007.0,210000.0
Belarus,"Minsk Region, Aziaryckaslabadski sielski Saviet, Smalyavichy District, Belarus",cottage,53.0,6,4,0.6666666666666666,2,10.0,5.0,2008.0,189900.0
Belarus,"Minsk, Belarus",townhouse,128.0,3,2,0.6666666666666666,1,10.0,5.0,2015.0,220000.0
Belarus,"Minsk, Belarus",cottage,139.0,6,4,0.6666666666666666,2,10.0,5.0,2002.0,199000.0
Belarus,"Brest Region, Brest, Belarus",house,117.0,5,3,0.6666666666666666,2,10.0,5.0,2012.0,164900.0
Belarus,"Brest Region, Telminski sielski Saviet, Brest District, Belarus",house,86.0,5,3,0.6666666666666666,2,10.0,5.0,2021.0,197000.0
Belarus,"Brest Region, Brest, Belarus",house,88.0,5,3,0.6666666666666666,2,10.0,5.0,2013.0,177000.0
Belarus,"Minsk Region, Usiazski sielski Saviet, Smalyavichy District, Belarus",cottage,164.1818181818182,6,4,0.6666666666666666,2,10.0,5.0,2017.0,215000.0
Belarus,"Damachava, Brest Region, Damacauski sielski Saviet, Brest District, Belarus",house,176.0,4,3,0.6666666666666666,1,7.0,4.0,2015.0,250000.0
Belarus,"Brest Region, Brest, Belarus",house,143.0,5,3,0.6666666666666666,2,10.0,5.0,2008.0,207000.0
Belarus,"Vialikaje Sciklieva, Minsk Region, Navadvorski sielski Saviet, Minsk District, Belarus",house,175.0,5,3,0.6666666666666666,2,10.0,5.0,2006.0,195000.0
Belarus,"Marjaliva, Minsk Region, Astrasyckaharadocki sielski Saviet, Minsk District, Belarus",house,140.0,5,3,0.6666666666666666,2,10.0,5.0,2007.0,202000.0
Belarus,"Minsk Region, Papiarnianski sielski Saviet, Minsk District, Belarus",cottage,108.0,3,2,0.6666666666666666,1,7.0,4.0,2013.0,250000.0
Belarus,"Brest Region, Brest, Belarus",house,71.0,5,3,0.6666666666666666,2,10.0,5.0,2013.0,230000.0
Belarus,"Krupki, Minsk Region, Krupki District, Belarus",cottage,134.0,6,4,0.6666666666666666,2,10.0,5.0,2014.0,220000.0
Belarus,"Minsk Region, Haranski sielski Saviet, Minsk District, Belarus",house,107.0,5,3,0.6666666666666666,2,10.0,5.0,2003.0,209000.0
Belarus,"Minsk, Belarus",house,102.0,5,3,0.6666666666666666,2,10.0,5.0,1991.0,215000.0
Belarus,"carnaucycy, Brest Region, carnaucycki sielski Saviet, Brest District, Belarus",house,165.0,5,3,0.6666666666666666,2,10.0,5.0,2013.0,180000.0
Belarus,"Kalodishchy, Minsk Region, Kalodziscanski sielski Saviet, Minsk District, Belarus",cottage,180.0,6,4,0.6666666666666666,2,10.0,5.0,2021.0,199000.0
Belarus,"Sucharukija, Minsk Region, Kalodziscanski sielski Saviet, Minsk District, Belarus",townhouse,44.0,3,2,0.6666666666666666,1,10.0,5.0,2022.0,210000.0
Belarus,"Lieskauka, Minsk Region, Baraulianski sielski Saviet, Minsk District, Belarus",cottage,74.0,6,4,0.6666666666666666,2,10.0,5.0,2018.0,175500.0
Belarus,"Minsk Region, Zdanovicki sielski Saviet, Minsk District, Belarus",house,148.0,5,3,0.6666666666666666,2,10.0,5.0,1993.0,215000.0
Belarus,"Zhdanovichy, Minsk Region, Zdanovicki sielski Saviet, Minsk District, Belarus",house,50.0,5,3,0.6666666666666666,2,10.0,5.0,2017.0,207000.0
Belarus,"Hrodna Region, Hrodna, Belarus",house,130.0,4,3,0.6666666666666666,1,2.0,5.0,1997.0,190000.0
Belarus,"Minsk Region, Luhavaslabadski sielski Saviet, Minsk District, Belarus",cottage,87.0,6,4,0.6666666666666666,2,10.0,5.0,2020.0,217000.0
Belarus,"Minsk Region, Aziaryckaslabadski sielski Saviet, Smalyavichy District, Belarus",cottage,158.0,6,4,0.6666666666666666,2,10.0,5.0,2018.0,218000.0
Belarus,"Asipavicy, Minsk Region, Asipavicki sielski Saviet, Vileyka District, Belarus",cottage,69.0,6,4,0.6666666666666666,2,2.0,5.0,2023.0,225000.0
Belarus,"Zhodzina, Minsk Region, Belarus",cottage,267.27272727272725,6,4,0.6666666666666666,2,10.0,5.0,1992.0,228000.0
Belarus,"Minsk Region, Astrasyckaharadocki sielski Saviet, Minsk District, Belarus",house,150.0,5,3,0.6666666666666666,2,10.0,5.0,2014.0,235000.0
Belarus,"Astrashycki Haradok, Minsk Region, Astrasyckaharadocki sielski Saviet, Minsk District, Belarus",house,242.0,5,3,0.6666666666666666,2,10.0,5.0,2016.0,245000.0
Belarus,"Borovlyany, Minsk Region, Baraulianski sielski Saviet, Minsk District, Belarus",house,103.0,5,3,0.6666666666666666,2,10.0,5.0,2005.0,235000.0
Belarus,"Brest Region, Brest, Belarus",house,117.0,5,3,0.6666666666666666,2,10.0,5.0,2014.0,164900.0
Belarus,"Siomkava, Minsk Region, Papiarnianski sielski Saviet, Minsk District, Belarus",cottage,65.0,6,4,0.6666666666666666,2,10.0,5.0,2015.0,199000.0
Belarus,"Kalodishchy, Minsk Region, Kalodziscanski sielski Saviet, Minsk District, Belarus",cottage,150.0,6,4,0.6666666666666666,2,10.0,5.0,2014.0,199000.0
Belarus,"Brest Region, Baranavichy, Belarus",cottage,101.0,6,4,0.6666666666666666,2,10.0,5.0,2017.0,180000.0
Belarus,"Lieskauka, Minsk Region, Baraulianski sielski Saviet, Minsk District, Belarus",cottage,190.0,6,4,0.6666666666666666,2,10.0,5.0,2015.0,197000.0
Belarus,"Brest Region, Brest, Belarus",house,155.0,5,3,0.6666666666666666,2,10.0,5.0,2006.0,189000.0
Belarus,"Astrashycki Haradok, Minsk Region, Astrasyckaharadocki sielski Saviet, Minsk District, Belarus",house,73.0,5,3,0.6666666666666666,2,10.0,5.0,2000.0,169900.0
Belarus,"Borovlyany, Minsk Region, Baraulianski sielski Saviet, Minsk District, Belarus",cottage,210.0,6,4,0.6666666666666666,2,10.0,5.0,2015.0,178000.0
Belarus,"Brest Region, Brest, Belarus",house,208.0,5,3,0.6666666666666666,2,10.0,5.0,2003.0,199900.0
Belarus,"Hrodna Region, Lida, Lida District, Belarus",house,232.0,5,3,0.6666666666666666,2,10.0,5.0,2020.0,187000.0
Belarus,"Hrodna Region, Sapockinski sielski Saviet, Grodno District, Belarus",house,99.0,5,3,0.6666666666666666,2,2.0,5.0,2020.0,176000.0
Belarus,"Minsk Region, Naracki sielski Saviet, Myadzel District, Belarus",cottage,64.0,6,4,0.6666666666666666,2,10.0,5.0,2021.0,195000.0
Belarus,"Minsk Region, Papiarnianski sielski Saviet, Minsk District, Belarus",house,123.0,5,3,0.6666666666666666,2,10.0,5.0,2013.0,185000.0
Belarus,"Brest Region, Brest, Belarus",house,175.0,5,3,0.6666666666666666,2,10.0,5.0,1998.0,190000.0
Belarus,"Hrodna Region, Viercialiskauski sielski Saviet, Grodno District, Belarus",house,95.0,5,3,0.6666666666666666,2,2.0,5.0,2017.0,192000.0
Belarus,"Zhdanovichy, Minsk Region, Zdanovicki sielski Saviet, Minsk District, Belarus",house,95.0,5,3,0.6666666666666666,2,10.0,5.0,2014.0,230000.0
Belarus,"Kalodishchy, Minsk Region, Kalodziscanski sielski Saviet, Minsk District, Belarus",house,131.0,5,3,0.6666666666666666,2,2.0,5.0,2023.0,185000.0
Belarus,"Minsk Region, Astrasyckaharadocki sielski Saviet, Minsk District, Belarus",house,40.09090909090909,5,3,0.6666666666666666,2,10.0,5.0,1987.0,199900.0
Belarus,"Brest Region, Telminski sielski Saviet, Brest District, Belarus",house,149.0,5,3,0.6666666666666666,2,10.0,5.0,2021.0,197000.0
Belarus,"Jubiliejny, Minsk Region, Sienicki sielski Saviet, Minsk District, Belarus",cottage,99.0,6,4,0.6666666666666666,2,10.0,5.0,2000.0,199900.0
Belarus,"Zhdanovichy, Minsk Region, Zdanovicki sielski Saviet, Minsk District, Belarus",cottage,119.0,6,4,0.6666666666666666,2,10.0,5.0,2009.0,220000.0
Belarus,"Brest Region, Kamianiucki sielski Saviet, Kamenets District, Belarus",house,97.0,5,3,0.6666666666666666,2,10.0,5.0,2017.0,190000.0
Belarus,"Brest Region, Brest, Belarus",house,123.0,5,3,0.6666666666666666,2,10.0,5.0,2019.0,205000.0
Belarus,"Minsk Region, Astrasyckaharadocki sielski Saviet, Minsk District, Belarus",cottage,153.0,6,4,0.6666666666666666,2,10.0,5.0,2004.0,170000.0
Belarus,"Rakitnica, Brest Region, Rakitnicki sielski Saviet, Zhabinka District, Belarus",house,227.0,5,3,0.6666666666666666,2,10.0,5.0,2013.0,198000.0
Belarus,"Hrodna Region, Mirski sielski Saviet, Karelichy District, Belarus",house,188.0,5,3,0.6666666666666666,2,10.0,5.0,2015.0,190000.0
Belarus,"Tarasava, Minsk Region, Zdanovicki sielski Saviet, Minsk District, Belarus",house,155.0,4,3,0.6666666666666666,1,3.0,5.0,2014.0,199000.0
Belarus,"Brest Region, Brest, Belarus",house,98.0,5,3,0.6666666666666666,2,10.0,5.0,2015.0,195000.0
Belarus,"Hrodna Region, Hrodna, Belarus",house,168.0,5,3,0.6666666666666666,2,2.0,5.0,2012.0,180000.0
Belarus,"Brest Region, Brest, Belarus",house,98.0,5,3,0.6666666666666666,2,10.0,5.0,2015.0,195000.0
Belarus,"Minsk, Belarus",cottage,207.0,6,4,0.6666666666666666,2,10.0,5.0,2014.0,205000.0
Belarus,"Kalodishchy, Minsk Region, Kalodziscanski sielski Saviet, Minsk District, Belarus",cottage,123.0,6,4,0.6666666666666666,2,10.0,5.0,2018.0,208000.0
Belarus,"Borovlyany, Minsk Region, Baraulianski sielski Saviet, Minsk District, Belarus",cottage,146.36363636363637,6,4,0.6666666666666666,2,10.0,5.0,1993.0,174800.0
Belarus,"Muchaviec, Brest Region, Muchaviecki sielski Saviet, Brest District, Belarus",house,48.0,5,3,0.6666666666666666,2,10.0,5.0,2009.0,180000.0
Belarus,"Brest Region, Brest, Belarus",house,98.0,5,3,0.6666666666666666,2,10.0,5.0,2015.0,195000.0
Belarus,"Minsk Region, Scomyslicki sielski Saviet, Minsk District, Belarus",cottage,103.0,6,4,0.6666666666666666,2,10.0,5.0,2021.0,174900.0
Belarus,"Minsk Region, Putcynski sielski Saviet, Dzyarzhynsk District, Belarus",house,22.0,4,3,0.6666666666666666,1,10.0,5.0,2019.0,150000.0
Belarus,"Brest Region, Brest, Belarus",house,123.0,5,3,0.6666666666666666,2,10.0,5.0,2019.0,199000.0
Belarus,"Brest Region, Brest, Belarus",house,93.0,5,3,0.6666666666666666,2,10.0,5.0,2005.0,180000.0
Belarus,"Minsk Region, Lasanski sielski Saviet, Minsk District, Belarus",house,90.0,5,3,0.6666666666666666,2,10.0,5.0,2005.0,179000.0
Belarus,"Brest Region, Brest, Belarus",house,79.0,4,3,0.6666666666666666,1,10.0,5.0,2015.0,150000.0
Belarus,"Brest Region, Brest, Belarus",house,81.0,5,3,0.6666666666666666,2,10.0,5.0,2008.0,170000.0
Belarus,"Hrodna Region, Viercialiskauski sielski Saviet, Grodno District, Belarus",house,95.0,5,3,0.6666666666666666,2,10.0,5.0,2017.0,192000.0
Belarus,"Telmy 1, Brest Region, Telminski sielski Saviet, Brest District, Belarus",cottage,91.0,6,4,0.6666666666666666,2,10.0,5.0,1994.0,180000.0
Belarus,"Brest Region, Brest, Belarus",house,101.0,5,3,0.6666666666666666,2,10.0,5.0,2005.0,175000.0
Belarus,"Kalinkavichy, Homel Region, Kalinkavichy District, Belarus",cottage,115.0,6,4,0.6666666666666666,2,10.0,5.0,2000.0,190000.0
Belarus,"Brest Region, Brest, Belarus",house,160.0,5,3,0.6666666666666666,2,10.0,5.0,1999.0,188000.0
Belarus,"Minsk Region, Baraulianski sielski Saviet, Minsk District, Belarus",cottage,94.0,6,4,0.6666666666666666,2,10.0,5.0,2012.0,212000.0
Belarus,"Brest Region, Brest, Belarus",house,160.0,5,3,0.6666666666666666,2,10.0,5.0,1999.0,193000.0
Belarus,"Hrodna Region, Hrodna, Belarus",house,131.0,5,3,0.6666666666666666,2,10.0,5.0,2017.0,220000.0
Belarus,"Hliadavicy, Hrodna Region, Lunnienski sielski Saviet, Masty District, Belarus",house,102.0,4,3,0.6666666666666666,1,10.0,5.0,2023.0,139000.0
Belarus,"Minsk Region, Barauski sielski Saviet, Dzyarzhynsk District, Belarus",cottage,93.0,6,4,0.6666666666666666,2,10.0,5.0,1999.0,190000.0
Belarus,"Kamianica Zyravieckaja, Brest Region, Muchaviecki sielski Saviet, Brest District, Belarus",house,86.0,5,3,0.6666666666666666,2,10.0,5.0,2020.0,159000.0
Belarus,"Minsk Region, Jzufouski sielski Saviet, Minsk District, Belarus",cottage,85.27272727272727,6,4,0.6666666666666666,2,10.0,5.0,2018.0,190000.0
Belarus,"Minsk Region, Jzufouski sielski Saviet, Minsk District, Belarus",cottage,95.0,6,4,0.6666666666666666,2,10.0,5.0,2023.0,210000.0
Belarus,"Brest Region, Brest, Belarus",house,199.8181818181818,5,3,0.6666666666666666,2,10.0,5.0,2014.0,155000.0
Belarus,"Brest Region, Brest, Belarus",cottage,191.0,6,4,0.6666666666666666,2,10.0,5.0,2010.0,168000.0
Belarus,"Jubiliejny, Minsk Region, Sienicki sielski Saviet, Minsk District, Belarus",cottage,68.0,6,4,0.6666666666666666,2,10.0,5.0,1992.0,199500.0
Belarus,"Minsk Region, Rudzienski sielski Saviet, Pukhavichy District, Belarus",cottage,131.0,6,4,0.6666666666666666,2,10.0,5.0,2017.0,180000.0
Belarus,"Brest Region, Brest, Belarus",house,166.0,4,3,0.6666666666666666,1,10.0,5.0,2004.0,150000.0
Belarus,"Minsk Region, Minsk District, Belarus",house,92.27272727272727,5,3,0.6666666666666666,2,10.0,5.0,2020.0,190000.0
Belarus,"Vialikija Lepiasy, Brest Region, Buchovicki sielski Saviet, Kobryn District, Belarus",cottage,176.0,4,3,0.6666666666666666,1,10.0,5.0,2001.0,149000.0
Belarus,"Brest Region, Brest, Belarus",house,77.0,5,3,0.6666666666666666,2,10.0,5.0,2015.0,180000.0
Belarus,"Minsk Region, Kalodziscanski sielski Saviet, Minsk District, Belarus",townhouse,60.0,3,2,0.6666666666666666,1,10.0,5.0,2024.0,180160.0
Belarus,"Brest Region, Brest, Belarus",house,73.0,4,3,0.6666666666666666,1,10.0,5.0,2021.0,139000.0
Belarus,"Minsk Region, Drackauski sielski Saviet, Smalyavichy District, Belarus",house,73.0,5,3,0.6666666666666666,2,10.0,5.0,1993.0,160000.0
Belarus,"Brest Region, Brest, Belarus",house,54.0,5,3,0.6666666666666666,2,10.0,5.0,2011.0,169000.0
Belarus,"Novyja Lyscycy, Brest Region, Lyscycki sielski Saviet, Brest District, Belarus",house,130.0,4,3,0.6666666666666666,1,10.0,5.0,2015.0,130000.0
Belarus,"Ciuchinicy, Brest Region, Matykalski sielski Saviet, Brest District, Belarus",cottage,113.0,4,3,0.6666666666666666,1,10.0,5.0,2018.0,140000.0
Belarus,"Rahazy, Minsk Region, Chazouski sielski Saviet, Maladzyechna District, Belarus",house,108.0,4,3,0.6666666666666666,1,10.0,5.0,2001.0,149000.0
Belarus,"Lieskauka, Minsk Region, Baraulianski sielski Saviet, Minsk District, Belarus",house,89.72727272727272,4,3,0.6666666666666666,1,10.0,5.0,2023.0,139000.0
Belarus,"Hrodna Region, Lida, Lida District, Belarus",house,88.0,5,3,0.6666666666666666,2,10.0,5.0,2000.0,175000.0
Belarus,"Brest Region, Brest, Belarus",house,85.0,5,3,0.6666666666666666,2,10.0,5.0,2023.0,179000.0
Belarus,"Vitsebsk Region, Daliokauski sielski Saviet, Braslaw District, Belarus",house,47.09090909090909,5,3,0.6666666666666666,2,10.0,5.0,2014.0,170000.0
Belarus,"Minsk Region, Baraulianski sielski Saviet, Minsk District, Belarus",house,99.0,5,3,0.6666666666666666,2,10.0,5.0,1995.0,199900.0
Belarus,"Brest Region, Brest, Belarus",house,76.0,5,3,0.6666666666666666,2,10.0,5.0,2006.0,169000.0
Belarus,"Ratomka, Minsk Region, Zdanovicki sielski Saviet, Minsk District, Belarus",cottage,200.0,6,4,0.6666666666666666,2,10.0,5.0,2014.0,155000.0
Belarus,"Kobryn, Brest Region, Kobryn District, Belarus",house,85.0,4,3,0.6666666666666666,1,10.0,5.0,2005.0,135000.0
Belarus,"Brest Region, Brest, Belarus",house,57.0,5,3,0.6666666666666666,2,10.0,5.0,1999.0,220000.0
